FECHA,LOM,TEC,DIC,MCM,TLA,XAL,EDL,IBM,NEZ,MON,EAJ,AJU,MPA,SNT,COR,LAA
19/08/2019,15,14.1,33.5,11.8,37.5,3,66.5,21.1,21.3,0.8,41.1,30.2,27.9,65.5,18.3,9.6
26/08/2019,3.1,0.2,21.8,-99,9.9,-99,21.9,3.3,2,8.3,28.8,6.4,-99,5.3,1.4,6.1
02/09/2019,21.6,9.2,7.6,30.7,13.9,8.9,9.4,16.5,26.7,2.6,12.9,14.1,15.8,6.4,9.2,22.9
09/09/2019,99.8,28.2,23.1,125.9,40.9,26.7,61.1,62.2,9.9,13.6,21.4,38.4,24.8,30.8,22.4,27.9
16/09/2019,30,58.6,56.4,70.9,10.9,16.3,53.3,28.2,21.6,8.7,64.8,52.5,9.8,74,16.4,42.2
23/09/2019,32.5,36.1,16.5,33.8,7.6,46,45.8,34.3,27.4,34.3,10.3,48.7,47.9,21.7,26.1,20.3
30/09/2019,23.9,3.3,52.5,3,2.6,2.8,73.3,15.5,-99,-99,51.3,91.5,12.6,43,1.5,0.2
07/10/2019,-99,12.6,2.5,18.7,3,11.1,15.6,10.7,7.1,8.9,7,-99,39.9,6.9,15.1,-99
14/10/2019,36.2,15.7,23,11.8,-99,12.2,74,20,36.4,20.3,37.6,49.4,8,42.8,2,18.7
21/10/2019,56.1,38.5,63.8,55.6,31.4,30.2,52.8,57.7,15.7,13.1,57.5,65.1,15.8,67.3,15.4,57.1
28/10/2019,12.2,-99,22.1,26.4,28,35.6,35.3,25.9,21.8,5.7,19.1,41.8,11.1,36.2,2.9,34.1
04/11/2019,9.9,-99,2,-99,0.6,0.2,9.2,15.5,-99,11.7,5.8,6.8,-99,6.7,1.7,-99
11/11/2019,3.6,-99,3.5,-99,2.2,-99,3.8,2.5,-99,-99,1.8,-99,-99,1.6,-99,-99
18/11/2019,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
25/11/2019,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
02/12/2019,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
09/12/2019,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
16/12/2019,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
23/12/2019,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
30/12/2019,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
