FECHA,LOM,TEC,DIC,MCM,TLA,XAL,EDL,IBM,NEZ,MON,EAJ,AJU,MPA,SNT,COR,LAA
17/09/2012,8.29,10.59,8.60,1.00,5.83,2.92,38.68,10.59,18.11,15.50,13.66,17.04,-99,-99,-99,2.15
24/09/2012,7.98,28.09,23.18,47.28,7.98,7.52,33.77,17.35,67.70,17.65,33.31,44.82,27.02,-99,9.06,35.61
01/10/2012,0.74,-99,10.59,-99,0.58,-99,21.49,3.22,0.84,-99,15.35,13.51,3.07,8.29,8.14,-99
08/10/2012,-99,3.84,3.68,8.44,-99,11.51,-99,-99,7.06,1.07,6.29,4.45,11.05,-99,23.03,2.30
15/10/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
22/10/2012,0.94,-99,2.15,-99,-99,-99,-99,-99,-99,-99,2.15,3.38,-99,-99,-99,-99
29/10/2012,14.58,2.15,11.36,6.45,5.53,0.92,38.22,7.98,3.38,2.30,23.79,12.28,21.18,-99,18.27,1.38
05/11/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12/11/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
19/11/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
26/11/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
03/12/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
10/12/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
17/12/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
24/12/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
31/12/2012,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
