FECHA,LOM,TEC,DIC,MCM,TLA,XAL,EDL,IBM,NEZ,MON,EAJ,AJU,MPA,SNT,COR,LAA
20/06/2011,66.62,58.77,70.24,36.84,77.63,89.60,114.45,59.87,-99,29.63,85.91,94.19,69.15,90.00,55.88,48.79
27/06/2011,167.23,108.16,158.15,116.94,106.56,98.48,167.83,177.61,-99,110.65,123.43,141.89,72.04,146.28,108.96,118.34
04/07/2011,-99,84.01,32.23,84.91,76.43,31.83,79.82,153.36,-99,21.45,71.64,67.25,48.09,103.57,50.69,98.38
11/07/2011,27.17,61.46,53.08,28.04,13.67,9.52,47.20,47.99,-99,28.94,71.04,51.59,46.30,49.12,39.51,70.44
18/07/2011,60.37,14.27,31.43,31.01,62.36,20.85,35.46,47.79,-99,7.38,31.47,37.62,51.59,9.21,90.72,23.55
25/07/2011,9.98,48.66,35.52,37.72,20.55,23.05,105.87,39.21,27.44,52.98,30.13,12.89,17.46,27.17,20.85,44.20
01/08/2011,10.68,9.38,50.19,12.27,0.52,3.52,43.80,0.45,12.89,15.77,41.21,26.84,18.06,51.29,29.14,8.38
08/08/2011,1.09,10.98,21.95,1.32,6.59,2.30,90.90,6.78,4.39,26.24,0.54,13.67,0.84,12.74,0.55,4.39
15/08/2011,51.69,11.97,43.10,15.04,32.43,1.15,61.66,57.47,3.19,0.52,33.03,33.43,7.08,22.87,8.38,10.68
22/08/2011,92.59,107.61,151.86,98.08,102.39,29.93,115.74,69.05,29.01,22.57,162.64,96.99,79.62,11.51,49.39,69.65
29/08/2011,107.06,88.40,55.28,80.32,78.43,58.37,78.93,62.17,102.27,15.04,59.87,95.69,89.80,57.87,59.67,90.10
05/09/2011,-99,-99,2.89,1.30,3.09,-99,21.15,1.60,-99,-99,5.07,12.47,2.20,19.96,0.98,0.66
12/09/2011,21.85,8.98,17.96,10.78,19.46,4.39,77.23,7.28,2.99,7.28,38.41,22.55,23.25,0.30,9.78,8.38
19/09/2011,16.16,4.69,25.74,-99,1.52,2.00,72.15,5.69,2.92,11.77,77.83,21.85,11.08,5.22,6.45,3.07
26/09/2011,22.55,-99,0.31,-99,-99,-99,26.14,6.69,-99,-99,1.06,3.38,-99,-99,-99,-99
03/10/2011,61.86,92.10,43.70,52.88,58.37,78.03,56.47,90.60,31.63,24.65,54.08,45.40,19.56,18.88,18.06,61.96
10/10/2011,0.80,48.49,12.37,26.10,20.45,38.22,15.47,1.60,12.59,15.17,11.97,22.55,15.20,-99,1.84,48.59
17/10/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
24/10/2011,0.80,-99,-99,-99,-99,-99,44.10,-99,-99,-99,-99,-99,-99,-99,-99,-99
31/10/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
07/11/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
14/11/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
21/11/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
28/11/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
05/12/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12/12/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
19/12/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
26/12/2011,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
