FECHA,LOM,TEC,DIC,MCM,TLA,XAL,EDL,IBM,NEZ,MON,EAJ,AJU,MPA,SNT,COR,LAA
04/09/2017,8.60,15.35,60.79,22.72,6.75,60.79,24.56,-99,68.16,24.87,20.57,119.10,31.01,26.40,8.90,13.82
11/09/2017,50.96,11.97,38.68,25.48,52.81,11.51,41.50,57.10,10.28,2.15,54.03,14.43,1.84,40.53,11.36,23.64
18/09/2017,10.13,8.29,27.32,21.60,38.07,9.06,21.20,34.08,17.50,26.50,72.45,16.27,3.84,58.95,10.80,25.79
25/09/2017,53.73,23.33,47.59,41.10,14.12,15.66,109.00,13.97,43.75,21.50,78.90,85.66,31.20,68.16,46.60,36.84
02/10/2017,3.99,0.49,7.40,0.50,0.32,4.14,12.20,1.30,0.58,0.54,11.36,4.14,4.91,27.94,7.90,0.54
09/10/2017,15.96,4.61,27.90,7.60,1.03,0.38,13.10,10.13,3.22,4.91,21.80,83.51,5.68,16.27,12.80,8.75
16/10/2017,-99,0.20,3.80,5.68,-99,-99,0.60,-99,-99,8.75,10.28,8.90,3.99,10.75,-99,0.30
23/10/2017,7.06,0.10,13.50,-99,0.49,-99,9.52,4.91,-99,-99,14.43,0.49,-99,21.80,-99,-99
30/10/2017,-99,1.07,-99,7.21,-99,1.38,-99,-99,15.04,1.69,-99,-99,-99,5.70,4.40,0.92
06/11/2017,-99,-99,-99,-99,-99,0.20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
13/11/2017,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
20/11/2017,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
27/11/2017,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
04/12/2017,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
11/12/2017,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
18/12/2017,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
25/12/2017,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
